"都道府県名","地域コード","年","月","地域区分","データ区分","都道府県コード","地域名称","人数","農泊採択地域数","年間訪問者数","調査年.コード.x","調査年.x","地域.x","総面積","耕地面積","耕地面積率","調査年.コード.y","調査年.y","地域.y","人口密度","X65歳以上人口割合","標準財政規模","第1次産業就業者比率","事業所数","事業所数.宿泊業.飲食サービス業.","農家数.販売農家.","調査年.コード","調査年","地域.コード","年平均気温","降水日数","宿泊業飲食サービス業事業所数比率"
"群馬県",10425,2023,1,"市区町村","観光来訪者数",10,"嬬恋村",85925,0,751104,2021100000,"2021年度","群馬県 嬬恋村",33758,3990,11.81942058178802,2020100000,"2020年度","群馬県 嬬恋村",92.1,37.119,4452913,32.1,650,138,496,2020100000,"2020年度",10000,15.8,96,21.23076923076923
"群馬県",10426,2023,1,"市区町村","観光来訪者数",10,"草津町",104441,0,1463388,2021100000,"2021年度","群馬県 草津町",4975,90,1.809045226130653,2020100000,"2020年度","群馬県 草津町",311.3,38.816,2485967,1.08,723,285,5,2020100000,"2020年度",10000,15.8,96,39.41908713692946
"群馬県",10428,2023,1,"市区町村","観光来訪者数",10,"高山村",11428,0,427357,2021100000,"2021年度","群馬県 高山村",6418,507,7.8996572140853845,2020100000,"2020年度","群馬県 高山村",229.3,36.998,1844212,12.95,144,15,166,2020100000,"2020年度",10000,15.8,96,10.416666666666668
"群馬県",10429,2023,1,"市区町村","観光来訪者数",10,"東吾妻町",12997,0,374287,2021100000,"2021年度","群馬県 東吾妻町",25391,1740,6.852821866015517,2020100000,"2020年度","群馬県 東吾妻町",205,41.271,5646282,14.56,702,54,452,2020100000,"2020年度",10000,15.8,96,7.6923076923076925
"群馬県",10443,2023,1,"市区町村","観光来訪者数",10,"片品村",167035,2,920029,2021100000,"2021年度","群馬県 片品村",39176,657,1.6770471717377986,2020100000,"2020年度","群馬県 片品村",127.2,41.047,2796380,21.05,409,222,105,2020100000,"2020年度",10000,15.8,96,54.278728606356964
"群馬県",10444,2023,1,"市区町村","観光来訪者数",10,"川場村",37599,0,197463,2021100000,"2021年度","群馬県 川場村",8525,493,5.782991202346041,2020100000,"2020年度","群馬県 川場村",240.2,45,1803738,25.71,154,23,225,2020100000,"2020年度",10000,15.8,96,14.935064935064934
"群馬県",10448,2023,1,"市区町村","観光来訪者数",10,"昭和村",10528,0,226467,2021100000,"2021年度","群馬県 昭和村",6414,2350,36.6386030558154,2020100000,"2020年度","群馬県 昭和村",174.8,32.806,3092439,43.56,258,11,456,2020100000,"2020年度",10000,15.8,96,4.263565891472868
"群馬県",10449,2023,1,"市区町村","観光来訪者数",10,"みなかみ町",110752,1,1165795,2021100000,"2021年度","群馬県 みなかみ町",78108,1650,2.1124596712244585,2020100000,"2020年度","群馬県 みなかみ町",102.9,40.791,9090532,10.4,1218,311,564,2020100000,"2020年度",10000,15.8,96,25.533661740558294
"群馬県",10464,2023,1,"市区町村","観光来訪者数",10,"玉村町",26529,0,336891,2021100000,"2021年度","群馬県 玉村町",2578,871,33.785880527540726,2020100000,"2020年度","群馬県 玉村町",1408.9,25.537,7600953,2.73,1250,74,138,2020100000,"2020年度",10000,15.8,96,5.92
"群馬県",10521,2023,1,"市区町村","観光来訪者数",10,"板倉町",5715,0,52105,2021100000,"2021年度","群馬県 板倉町",4186,2140,51.122790253225034,2020100000,"2020年度","群馬県 板倉町",336.8,33.622,4066064,15.39,631,39,772,2020100000,"2020年度",10000,15.8,96,6.180665610142631
"群馬県",10522,2023,1,"市区町村","観光来訪者数",10,"明和町",785,0,11365,2021100000,"2021年度","群馬県 明和町",1964,751,38.23828920570265,2020100000,"2020年度","群馬県 明和町",554.9,30.472,3593779,5.95,428,28,252,2020100000,"2020年度",10000,15.8,96,6.5420560747663545
"群馬県",10523,2023,1,"市区町村","観光来訪者数",10,"千代田町",3263,0,24620,2021100000,"2021年度","群馬県 千代田町",2173,912,41.96962724344225,2020100000,"2020年度","群馬県 千代田町",506.6,31.065,3261119,4.97,547,43,244,2020100000,"2020年度",10000,15.8,96,7.861060329067642
"群馬県",10524,2023,1,"市区町村","観光来訪者数",10,"大泉町",2235,0,31220,2021100000,"2021年度","群馬県 大泉町",1803,241,13.366611203549638,2020100000,"2020年度","群馬県 大泉町",2337,22.486,7822229,0.76,1542,178,69,2020100000,"2020年度",10000,15.8,96,11.543450064850843
"群馬県",10525,2023,1,"市区町村","観光来訪者数",10,"邑楽町",1634,0,17487,2021100000,"2021年度","群馬県 邑楽町",3111,1450,46.6088074574092,2020100000,"2020年度","群馬県 邑楽町",831.1,32.29,6071957,4.06,999,86,379,2020100000,"2020年度",10000,15.8,96,8.608608608608609
"広島県",34101,2023,1,"市区町村","観光来訪者数",34,"広島市中区",263472,0,4383153,2021100000,"2021年度","広島県 広島市 中区",1532,NA,NA,2020100000,"2020年度","広島県 広島市 中区",9345.1,23.134,NA,0.31,16179,3466,6,2020100000,"2020年度",34000,17.1,99,21.42283206625873
"広島県",34102,2023,1,"市区町村","観光来訪者数",34,"広島市東区",27017,0,247199,2021100000,"2021年度","広島県 広島市 東区",3942,NA,NA,2020100000,"2020年度","広島県 広島市 東区",6586.8,26.663,NA,0.49,3870,374,35,2020100000,"2020年度",34000,17.1,99,9.664082687338501
"広島県",34103,2023,1,"市区町村","観光来訪者数",34,"広島市南区",38773,0,2398487,2021100000,"2021年度","広島県 広島市 南区",2646,NA,NA,2020100000,"2020年度","広島県 広島市 南区",6268.5,23.777,NA,0.36,7683,936,8,2020100000,"2020年度",34000,17.1,99,12.18274111675127
"広島県",34104,2023,1,"市区町村","観光来訪者数",34,"広島市西区",26411,0,291181,2021100000,"2021年度","広島県 広島市 西区",3561,NA,NA,2020100000,"2020年度","広島県 広島市 西区",6474.9,22.625,NA,0.51,9081,912,45,2020100000,"2020年度",34000,17.1,99,10.042946812025107
"広島県",34105,2023,1,"市区町村","観光来訪者数",34,"広島市安佐南区",11661,0,414911,2021100000,"2021年度","広島県 広島市 安佐南区",11703,NA,NA,2020100000,"2020年度","広島県 広島市 安佐南区",5207,21.032,NA,1.06,7361,687,335,2020100000,"2020年度",34000,17.1,99,9.33297106371417
"広島県",34106,2023,1,"市区町村","観光来訪者数",34,"広島市安佐北区",9291,0,150807,2021100000,"2021年度","広島県 広島市 安佐北区",35333,NA,NA,2020100000,"2020年度","広島県 広島市 安佐北区",1618.5,34.46,NA,2.18,4854,436,483,2020100000,"2020年度",34000,17.1,99,8.982282653481665
"広島県",34107,2023,1,"市区町村","観光来訪者数",34,"広島市安芸区",2832,0,47405,2021100000,"2021年度","広島県 広島市 安芸区",9408,NA,NA,2020100000,"2020年度","広島県 広島市 安芸区",2903,26.819,NA,0.82,2044,180,125,2020100000,"2020年度",34000,17.1,99,8.806262230919765
"広島県",34108,2023,1,"市区町村","観光来訪者数",34,"広島市佐伯区",13701,0,208883,2021100000,"2021年度","広島県 広島市 佐伯区",22543,NA,NA,2020100000,"2020年度","広島県 広島市 佐伯区",2941.9,27.095,NA,0.99,4661,498,242,2020100000,"2020年度",34000,17.1,99,10.684402488736321
"広島県",34202,2023,1,"市区町村","観光来訪者数",34,"呉市",76139,3,1286209,2021100000,"2021年度","広島県 呉市",35283,2170,6.150270668593941,2020100000,"2020年度","広島県 呉市",1364.2,35.279,56049651,2.41,10337,1227,848,2020100000,"2020年度",34000,17.1,99,11.869981619425365
"広島県",34203,2023,1,"市区町村","観光来訪者数",34,"竹原市",41346,1,512549,2021100000,"2021年度","広島県 竹原市",11823,544,4.60120104880318,2020100000,"2020年度","広島県 竹原市",674.7,42.021,7293281,4.86,1461,165,186,2020100000,"2020年度",34000,17.1,99,11.293634496919918
"広島県",34204,2023,1,"市区町村","観光来訪者数",34,"三原市",110107,0,1377598,2021100000,"2021年度","広島県 三原市",47151,4290,9.098428453267163,2020100000,"2020年度","広島県 三原市",568.4,35.532,27523947,5.28,4654,528,1642,2020100000,"2020年度",34000,17.1,99,11.345079501504083
"広島県",34205,2023,1,"市区町村","観光来訪者数",34,"尾道市",86158,1,1267184,2021100000,"2021年度","広島県 尾道市",28511,3040,10.66255129599102,2020100000,"2020年度","広島県 尾道市",934.7,36.32,35761146,4.81,7831,912,1336,2020100000,"2020年度",34000,17.1,99,11.646022219384497
"広島県",34207,2023,1,"市区町村","観光来訪者数",34,"福山市",146406,1,1455790,2021100000,"2021年度","広島県 福山市",51772,3520,6.799041953179325,2020100000,"2020年度","広島県 福山市",1805.9,28.674,104581798,1.44,22206,2427,1316,2020100000,"2020年度",34000,17.1,99,10.929478519319103
"広島県",34208,2023,1,"市区町村","観光来訪者数",34,"府中市",6121,1,120244,2021100000,"2021年度","広島県 府中市",19575,941,4.807151979565773,2020100000,"2020年度","広島県 府中市",855.2,38.165,11889896,3.16,2482,226,400,2020100000,"2020年度",34000,17.1,99,9.105560032232072
"広島県",34209,2023,1,"市区町村","観光来訪者数",34,"三次市",35478,1,615473,2021100000,"2021年度","広島県 三次市",77818,5760,7.401886453005731,2020100000,"2020年度","広島県 三次市",269.8,36.379,21983848,10.54,3185,337,2162,2020100000,"2020年度",34000,17.1,99,10.580847723704867
"広島県",34210,2023,1,"市区町村","観光来訪者数",34,"庄原市",74896,1,1275321,2021100000,"2021年度","広島県 庄原市",124649,6930,5.559611388779693,2020100000,"2020年度","広島県 庄原市",178.1,43.347,17539619,18.75,2189,215,2859,2020100000,"2020年度",34000,17.1,99,9.821836455002284
"広島県",34211,2023,1,"市区町村","観光来訪者数",34,"大竹市",8841,0,112019,2021100000,"2021年度","広島県 大竹市",7866,123,1.5636918382913807,2020100000,"2020年度","広島県 大竹市",1311.4,35.738,7632506,2.5,1306,111,79,2020100000,"2020年度",34000,17.1,99,8.499234303215927
"広島県",34212,2023,1,"市区町村","観光来訪者数",34,"東広島市",65220,2,1073696,2021100000,"2021年度","広島県 東広島市",63516,7050,11.09956546382014,2020100000,"2020年度","広島県 東広島市",834.5,23.263,46990123,3.61,7508,733,2975,2020100000,"2020年度",34000,17.1,99,9.762919552477358
"広島県",34213,2023,1,"市区町村","観光来訪者数",34,"廿日市市",358469,0,4670284,2021100000,"2021年度","広島県 廿日市市",48949,795,1.6241394104067501,2020100000,"2020年度","広島県 廿日市市",1619,30.622,28807037,2.14,4457,459,413,2020100000,"2020年度",34000,17.1,99,10.298407000224366
"広島県",34214,2023,1,"市区町村","観光来訪者数",34,"安芸高田市",15443,1,453627,2021100000,"2021年度","広島県 安芸高田市",53771,4250,7.903888713246918,2020100000,"2020年度","広島県 安芸高田市",239.2,42.015,12490514,10.74,1430,112,1568,2020100000,"2020年度",34000,17.1,99,7.8321678321678325
"広島県",34215,2023,1,"市区町村","観光来訪者数",34,"江田島市",1535,0,35072,2021100000,"2021年度","広島県 江田島市",10072,534,5.301826846703733,2020100000,"2020年度","広島県 江田島市",499.2,43.648,9108590,12.32,1312,117,138,2020100000,"2020年度",34000,17.1,99,8.917682926829269
"広島県",34302,2023,1,"市区町村","観光来訪者数",34,"安芸郡府中町",1935,0,17685,2021100000,"2021年度","広島県 府中町",1041,7,0.6724303554274735,2020100000,"2020年度","広島県 府中町",8626.5,24.572,10125896,0.28,1735,211,8,2020100000,"2020年度",34000,17.1,99,12.161383285302593
"広島県",34304,2023,1,"市区町村","観光来訪者数",34,"安芸郡海田町",533,0,10940,2021100000,"2021年度","広島県 海田町",1379,48,3.4807831762146484,2020100000,"2020年度","広島県 海田町",4032.1,23.826,6485782,0.51,1225,156,12,2020100000,"2020年度",34000,17.1,99,12.73469387755102
"広島県",34307,2023,1,"市区町村","観光来訪者数",34,"安芸郡熊野町",2052,0,9688,2021100000,"2021年度","広島県 熊野町",3376,202,5.983412322274882,2020100000,"2020年度","広島県 熊野町",1870.1,35.631,5499740,1.55,785,66,118,2020100000,"2020年度",34000,17.1,99,8.40764331210191
"広島県",34309,2023,1,"市区町村","観光来訪者数",34,"安芸郡坂町",7838,0,104449,2021100000,"2021年度","広島県 坂町",1569,33,2.1032504780114722,2020100000,"2020年度","広島県 坂町",1600.8,29.534,3661957,1.71,520,40,0,2020100000,"2020年度",34000,17.1,99,7.6923076923076925
"広島県",34368,2023,1,"市区町村","観光来訪者数",34,"山県郡安芸太田町",44079,1,313014,2021100000,"2021年度","広島県 安芸太田町",34189,557,1.6291789756939365,2020100000,"2020年度","広島県 安芸太田町",142.3,52.108,5187867,8.95,537,50,194,2020100000,"2020年度",34000,17.1,99,9.31098696461825
"広島県",34369,2023,1,"市区町村","観光来訪者数",34,"山県郡北広島町",65185,1,667739,2021100000,"2021年度","広島県 北広島町",64620,3660,5.663881151346333,2020100000,"2020年度","広島県 北広島町",159.3,38.94,9556552,15.88,1229,127,1197,2020100000,"2020年度",34000,17.1,99,10.333604556550041
"広島県",34431,2023,1,"市区町村","観光来訪者数",34,"豊田郡大崎上島町",258,0,12063,2021100000,"2021年度","広島県 大崎上島町",4311,582,13.50034794711204,2020100000,"2020年度","広島県 大崎上島町",258.1,46.172,4296346,15.45,639,49,199,2020100000,"2020年度",34000,17.1,99,7.668231611893583
"広島県",34462,2023,1,"市区町村","観光来訪者数",34,"世羅郡世羅町",35140,1,876783,2021100000,"2021年度","広島県 世羅町",27814,3240,11.648809951822823,2020100000,"2020年度","広島県 世羅町",178,41.931,7202737,24.68,958,90,1139,2020100000,"2020年度",34000,17.1,99,9.394572025052192
"広島県",34545,2023,1,"市区町村","観光来訪者数",34,"神石郡神石高原町",15273,1,374867,2021100000,"2021年度","広島県 神石高原町",38198,1960,5.1311586994083465,2020100000,"2020年度","広島県 神石高原町",116.7,49.188,6246276,24.29,577,35,793,2020100000,"2020年度",34000,17.1,99,6.065857885615252
"香川県",37201,2023,1,"市区町村","観光来訪者数",37,"高松市",182842,1,2446780,2021100000,"2021年度","香川県 高松市",37554,5650,15.045001863982533,2020100000,"2020年度","香川県 高松市",1786.8,27.61,96861010,2.31,23223,2833,3626,2020100000,"2020年度",37000,17.4,87,12.19911294837015
"香川県",37202,2023,1,"市区町村","観光来訪者数",37,"丸亀市",26209,1,554543,2021100000,"2021年度","香川県 丸亀市",11183,2670,23.875525350979167,2020100000,"2020年度","香川県 丸亀市",1341.7,28.704,26021947,3.74,4657,604,1505,2020100000,"2020年度",37000,17.4,87,12.969722997637964
"香川県",37203,2023,1,"市区町村","観光来訪者数",37,"坂出市",17577,0,311140,2021100000,"2021年度","香川県 坂出市",9249,1370,14.812412152665152,2020100000,"2020年度","香川県 坂出市",763.4,35.894,13775579,4.9,3154,302,711,2020100000,"2020年度",37000,17.4,87,9.575142675967026
"香川県",37204,2023,1,"市区町村","観光来訪者数",37,"善通寺市",40017,0,358081,2021100000,"2021年度","香川県 善通寺市",3993,1210,30.303030303030305,2020100000,"2020年度","香川県 善通寺市",1027.6,30.559,8003925,5.08,1553,226,630,2020100000,"2020年度",37000,17.4,87,14.552479072762395
"香川県",37205,2023,1,"市区町村","観光来訪者数",37,"観音寺市",27650,0,456753,2021100000,"2021年度","香川県 観音寺市",11783,2770,23.508444369006195,2020100000,"2020年度","香川県 観音寺市",775.8,33.833,16107595,9.3,3232,329,1414,2020100000,"2020年度",37000,17.4,87,10.179455445544553
"香川県",37206,2023,1,"市区町村","観光来訪者数",37,"さぬき市",24084,1,383488,2021100000,"2021年度","香川県 さぬき市",15863,2340,14.751308075395574,2020100000,"2020年度","香川県 さぬき市",614.9,36.953,15501853,7.03,2154,226,1501,2020100000,"2020年度",37000,17.4,87,10.492107706592387
"香川県",37207,2023,1,"市区町村","観光来訪者数",37,"東かがわ市",36435,0,275309,2021100000,"2021年度","香川県 東かがわ市",15286,1480,9.682062017532383,2020100000,"2020年度","香川県 東かがわ市",574.7,42.399,10251459,8.55,1584,162,762,2020100000,"2020年度",37000,17.4,87,10.227272727272728
"香川県",37208,2023,1,"市区町村","観光来訪者数",37,"三豊市",38420,1,595956,2021100000,"2021年度","香川県 三豊市",22270,4570,20.5208801077683,2020100000,"2020年度","香川県 三豊市",428.3,36.492,20691305,10.11,2985,274,2297,2020100000,"2020年度",37000,17.4,87,9.179229480737018
"香川県",37322,2023,1,"市区町村","観光来訪者数",37,"小豆郡土庄町",6797,0,93347,2021100000,"2021年度","香川県 土庄町",7438,565,7.596127991395536,2020100000,"2020年度","香川県 土庄町",474.9,43.033,5059214,6.51,1009,126,136,2020100000,"2020年度",37000,17.4,87,12.487611496531219
"香川県",37324,2023,1,"市区町村","観光来訪者数",37,"小豆郡小豆島町",15160,3,372880,2021100000,"2021年度","香川県 小豆島町",9559,299,3.127942253373784,2020100000,"2020年度","香川県 小豆島町",530.8,44.102,5682100,5.9,1098,104,125,2020100000,"2020年度",37000,17.4,87,9.47176684881603
"香川県",37341,2023,1,"市区町村","観光来訪者数",37,"木田郡三木町",5576,1,67287,2021100000,"2021年度","香川県 三木町",7578,1400,18.474531538664554,2020100000,"2020年度","香川県 三木町",697,31.42,6133413,6.37,1062,90,750,2020100000,"2020年度",37000,17.4,87,8.47457627118644
"香川県",37364,2023,1,"市区町村","観光来訪者数",37,"香川郡直島町",5726,0,140200,2021100000,"2021年度","香川県 直島町",1422,10,0.7032348804500703,2020100000,"2020年度","香川県 直島町",689.6,33.097,1919486,5.07,238,59,0,2020100000,"2020年度",37000,17.4,87,24.789915966386555
"香川県",37386,2023,1,"市区町村","観光来訪者数",37,"綾歌郡宇多津町",46416,0,613167,2021100000,"2021年度","香川県 宇多津町",810,92,11.358024691358025,2020100000,"2020年度","香川県 宇多津町",2593.5,21.199,4147153,1.05,842,119,45,2020100000,"2020年度",37000,17.4,87,14.133016627078385
"香川県",37387,2023,1,"市区町村","観光来訪者数",37,"綾歌郡綾川町",17739,0,253481,2021100000,"2021年度","香川県 綾川町",10975,2010,18.314350797266517,2020100000,"2020年度","香川県 綾川町",389.8,36.082,6933920,9.12,1020,94,1045,2020100000,"2020年度",37000,17.4,87,9.215686274509805
"香川県",37403,2023,1,"市区町村","観光来訪者数",37,"仲多度郡琴平町",66467,0,531503,2021100000,"2021年度","香川県 琴平町",847,250,29.515938606847698,2020100000,"2020年度","香川県 琴平町",1314.9,40.99,2764704,4.84,758,86,95,2020100000,"2020年度",37000,17.4,87,11.345646437994723
"香川県",37404,2023,1,"市区町村","観光来訪者数",37,"仲多度郡多度津町",4494,0,63979,2021100000,"2021年度","香川県 多度津町",2439,518,21.238212382123823,2020100000,"2020年度","香川県 多度津町",1186.3,32.274,5635035,3.75,864,107,222,2020100000,"2020年度",37000,17.4,87,12.38425925925926
"香川県",37406,2023,1,"市区町村","観光来訪者数",37,"仲多度郡まんのう町",51178,0,608166,2021100000,"2021年度","香川県 まんのう町",19445,2090,10.748264335304706,2020100000,"2020年度","香川県 まんのう町",280.2,38.17,7014461,11.71,848,67,1078,2020100000,"2020年度",37000,17.4,87,7.900943396226415
"高知県",39201,2023,1,"市区町村","観光来訪者数",39,"高知市",149613,0,2302703,2021100000,"2021年度","高知県 高知市",30900,2450,7.9288025889967635,2020100000,"2020年度","高知県 高知市",2397.7,29.371,78960151,2.79,17390,2635,1269,2020100000,"2020年度",39000,17.8,115,15.152386428982172
"高知県",39202,2023,1,"市区町村","観光来訪者数",39,"室戸市",19379,1,285598,2021100000,"2021年度","高知県 室戸市",24822,673,2.711304487954234,2020100000,"2020年度","高知県 室戸市",338.9,51.439,5476284,21.33,867,139,240,2020100000,"2020年度",39000,17.8,115,16.032295271049595
"高知県",39203,2023,1,"市区町村","観光来訪者数",39,"安芸市",4812,0,73284,2021100000,"2021年度","高知県 安芸市",31716,941,2.966956741077059,2020100000,"2020年度","高知県 安芸市",441.3,40.867,6604028,27.51,1011,146,724,2020100000,"2020年度",39000,17.8,115,14.441147378832838
"高知県",39204,2023,1,"市区町村","観光来訪者数",39,"南国市",26326,1,393765,2021100000,"2021年度","高知県 南国市",12530,2440,19.4732641660016,2020100000,"2020年度","高知県 南国市",724.7,31.823,11819217,10.44,2046,215,896,2020100000,"2020年度",39000,17.8,115,10.50830889540567
"高知県",39205,2023,1,"市区町村","観光来訪者数",39,"土佐市",3372,1,57689,2021100000,"2021年度","高知県 土佐市",9150,1400,15.300546448087433,2020100000,"2020年度","高知県 土佐市",591.4,36.775,7777015,16.95,1173,153,493,2020100000,"2020年度",39000,17.8,115,13.043478260869565
"高知県",39206,2023,1,"市区町村","観光来訪者数",39,"須崎市",18633,1,268069,2021100000,"2021年度","高知県 須崎市",13535,756,5.5855190247506465,2020100000,"2020年度","高知県 須崎市",616.8,40.583,7180274,19.2,1260,192,466,2020100000,"2020年度",39000,17.8,115,15.238095238095239
"高知県",39208,2023,1,"市区町村","観光来訪者数",39,"宿毛市",3026,0,93031,2021100000,"2021年度","高知県 宿毛市",28620,1130,3.948287910552061,2020100000,"2020年度","高知県 宿毛市",395.1,38.706,6905943,13.77,1466,240,300,2020100000,"2020年度",39000,17.8,115,16.371077762619375
"高知県",39209,2023,1,"市区町村","観光来訪者数",39,"土佐清水市",15921,0,299335,2021100000,"2021年度","高知県 土佐清水市",26634,541,2.031238266876924,2020100000,"2020年度","高知県 土佐清水市",314.8,50.525,5283268,14.75,975,176,164,2020100000,"2020年度",39000,17.8,115,18.05128205128205
"高知県",39210,2023,1,"市区町村","観光来訪者数",39,"四万十市",29163,0,470171,2021100000,"2021年度","高知県 四万十市",63229,2120,3.352891869237217,2020100000,"2020年度","高知県 四万十市",330.4,36.759,12222218,9.31,2484,489,750,2020100000,"2020年度",39000,17.8,115,19.685990338164252
"高知県",39211,2023,1,"市区町村","観光来訪者数",39,"香南市",22814,0,306733,2021100000,"2021年度","高知県 香南市",12646,1840,14.550055353471453,2020100000,"2020年度","高知県 香南市",591,32.453,10959325,15.71,1277,191,895,2020100000,"2020年度",39000,17.8,115,14.956930305403288
"高知県",39212,2023,1,"市区町村","観光来訪者数",39,"香美市",14032,0,179903,2021100000,"2021年度","高知県 香美市",53786,1700,3.1606737812813743,2020100000,"2020年度","高知県 香美市",398.2,38.181,10143882,16.05,1242,148,832,2020100000,"2020年度",39000,17.8,115,11.916264090177133
"高知県",39301,2023,1,"市区町村","観光来訪者数",39,"安芸郡東洋町",1924,1,25397,2021100000,"2021年度","高知県 東洋町",7402,199,2.6884625776817073,2020100000,"2020年度","高知県 東洋町",213.8,50.866,1729703,24.71,170,25,40,2020100000,"2020年度",39000,17.8,115,14.705882352941178
"高知県",39302,2023,1,"市区町村","観光来訪者数",39,"安芸郡奈半利町",299,0,5894,2021100000,"2021年度","高知県 奈半利町",2837,146,5.146281283045471,2020100000,"2020年度","高知県 奈半利町",446.2,46.737,1706158,16.87,217,49,97,2020100000,"2020年度",39000,17.8,115,22.58064516129032
"高知県",39303,2023,1,"市区町村","観光来訪者数",39,"安芸郡田野町",12200,0,151194,2021100000,"2021年度","高知県 田野町",653,116,17.76416539050536,2020100000,"2020年度","高知県 田野町",707.6,42.434,1489021,17.69,177,16,108,2020100000,"2020年度",39000,17.8,115,9.03954802259887
"高知県",39304,2023,1,"市区町村","観光来訪者数",39,"安芸郡安田町",2508,0,43646,2021100000,"2021年度","高知県 安田町",5236,284,5.4239877769289535,2020100000,"2020年度","高知県 安田町",240.1,45.612,1615841,36.35,145,19,249,2020100000,"2020年度",39000,17.8,115,13.10344827586207
"高知県",39305,2023,1,"市区町村","観光来訪者数",39,"安芸郡北川村",799,0,175317,2021100000,"2021年度","高知県 北川村",19673,238,1.2097799013876886,2020100000,"2020年度","高知県 北川村",91.8,44.066,1184018,31.66,61,8,163,2020100000,"2020年度",39000,17.8,115,13.114754098360656
"高知県",39306,2023,1,"市区町村","観光来訪者数",39,"安芸郡馬路村",410,0,11422,2021100000,"2021年度","高知県 馬路村",16548,64,0.38675368624607204,2020100000,"2020年度","高知県 馬路村",81.1,40.94,995555,30.53,71,7,87,2020100000,"2020年度",39000,17.8,115,9.859154929577464
"高知県",39307,2023,1,"市区町村","観光来訪者数",39,"安芸郡芸西村",16192,0,256023,2021100000,"2021年度","高知県 芸西村",3960,294,7.424242424242425,2020100000,"2020年度","高知県 芸西村",358.6,40.309,1859899,40.76,167,17,236,2020100000,"2020年度",39000,17.8,115,10.179640718562874
"高知県",39341,2023,1,"市区町村","観光来訪者数",39,"長岡郡本山町",2651,0,41277,2021100000,"2021年度","高知県 本山町",13422,276,2.056325435851587,2020100000,"2020年度","高知県 本山町",300.6,47.838,2358270,19.3,217,22,149,2020100000,"2020年度",39000,17.8,115,10.138248847926267
"高知県",39344,2023,1,"市区町村","観光来訪者数",39,"長岡郡大豊町",3089,0,76247,2021100000,"2021年度","高知県 大豊町",31506,287,0.9109375991874563,2020100000,"2020年度","高知県 大豊町",86.1,58.641,3422916,35.32,234,24,204,2020100000,"2020年度",39000,17.8,115,10.256410256410255
"高知県",39363,2023,1,"市区町村","観光来訪者数",39,"土佐郡土佐町",5394,0,123479,2021100000,"2021年度","高知県 土佐町",21213,466,2.1967661339744495,2020100000,"2020年度","高知県 土佐町",135.5,47.988,2551950,20.87,244,27,240,2020100000,"2020年度",39000,17.8,115,11.065573770491802
"高知県",39364,2023,1,"市区町村","観光来訪者数",39,"土佐郡大川村",229,0,9683,2021100000,"2021年度","高知県 大川村",9527,43,0.45134879815261886,2020100000,"2020年度","高知県 大川村",70.7,40.984,675284,21.39,30,5,14,2020100000,"2020年度",39000,17.8,115,16.666666666666664
"高知県",39386,2023,1,"市区町村","観光来訪者数",39,"吾川郡いの町",7661,0,171263,2021100000,"2021年度","高知県 いの町",47097,590,1.2527337197698367,2020100000,"2020年度","高知県 いの町",461.3,39.319,8177579,7.55,1018,135,240,2020100000,"2020年度",39000,17.8,115,13.261296660117877
"高知県",39387,2023,1,"市区町村","観光来訪者数",39,"吾川郡仁淀川町",2157,0,111712,2021100000,"2021年度","高知県 仁淀川町",33300,414,1.2432432432432432,2020100000,"2020年度","高知県 仁淀川町",135.4,55.625,4451170,12.37,359,44,111,2020100000,"2020年度",39000,17.8,115,12.256267409470752
"高知県",39401,2023,1,"市区町村","観光来訪者数",39,"高岡郡中土佐町",15165,0,232538,2021100000,"2021年度","高知県 中土佐町",19321,513,2.6551420733916467,2020100000,"2020年度","高知県 中土佐町",287.7,48.234,3605499,20.98,383,51,253,2020100000,"2020年度",39000,17.8,115,13.315926892950392
"高知県",39402,2023,1,"市区町村","観光来訪者数",39,"高岡郡佐川町",2926,0,102363,2021100000,"2021年度","高知県 佐川町",10080,821,8.14484126984127,2020100000,"2020年度","高知県 佐川町",457.1,41.045,4137407,11.66,532,75,456,2020100000,"2020年度",39000,17.8,115,14.097744360902256
"高知県",39403,2023,1,"市区町村","観光来訪者数",39,"高岡郡越知町",2836,0,82744,2021100000,"2021年度","高知県 越知町",11195,357,3.1889236266190264,2020100000,"2020年度","高知県 越知町",288.5,47.06,2892469,14.26,331,34,150,2020100000,"2020年度",39000,17.8,115,10.27190332326284
"高知県",39405,2023,1,"市区町村","観光来訪者数",39,"高岡郡檮原町",3563,0,81298,2021100000,"2021年度","高知県 檮原町",23645,292,1.234933389722986,2020100000,"2020年度","高知県 檮原町",149.4,46.296,2928700,17.78,245,45,200,2020100000,"2020年度",39000,17.8,115,18.367346938775512
"高知県",39410,2023,1,"市区町村","観光来訪者数",39,"高岡郡日高村",2726,0,50357,2021100000,"2021年度","高知県 日高村",4485,295,6.577480490523968,2020100000,"2020年度","高知県 日高村",310.9,43.08,2117490,10.27,224,28,147,2020100000,"2020年度",39000,17.8,115,12.5
"高知県",39411,2023,1,"市区町村","観光来訪者数",39,"高岡郡津野町",4935,0,123594,2021100000,"2021年度","高知県 津野町",19785,399,2.0166793025018954,2020100000,"2020年度","高知県 津野町",245.6,45.133,3759095,17.8,311,39,271,2020100000,"2020年度",39000,17.8,115,12.540192926045016
